username,score,percentile
Struck,1.69,2.406388830124815
reitrace,1.69,2.406388830124815
FloppaKing,1.7,2.43283266342289
Zealo,1.7,2.43283266342289
remagypred,1.7,2.43283266342289
silicontech1123,1.7,2.43283266342289
tradwife,1.7,2.43283266342289
THEMG3,1.71,2.4539877300613497
rxyvxr,1.71,2.4539877300613497
virtuality,1.71,2.4539877300613497
Capachy1,1.72,2.467209646710387
M1nimi,1.72,2.467209646710387
HelloFreiends,1.73,2.4804315633594247
Menino,1.73,2.4804315633594247
codist,1.73,2.4804315633594247
Bobcat,1.74,2.5015866299978846
KylerKersey,1.74,2.5015866299978846
PrettyFuzzy,1.74,2.5015866299978846
ScornedShadow,1.74,2.5015866299978846
mryosh14,1.74,2.5015866299978846
KhanSimeoni,1.75,2.5306748466257667
Legitted,1.75,2.5306748466257667
Skunky,1.75,2.5306748466257667
Xleepy,1.75,2.5306748466257667
kurnamin,1.75,2.5306748466257667
muds,1.75,2.5306748466257667
BreadedToast,1.76,2.559763063253649
Daemon,1.76,2.559763063253649
Misk,1.76,2.559763063253649
Snekmaster,1.76,2.559763063253649
poggers,1.76,2.559763063253649
mikuloo,1.77,2.5782737465623016
retarded,1.77,2.5782737465623016
Hibeki,1.78,2.5914956632113393
MasksHideAll,1.78,2.5914956632113393
Pr0spect,1.78,2.5914956632113393
DarkMonolith95,1.8,2.6100063465199916
Dolsu,1.8,2.6100063465199916
EatYoCake,1.8,2.6100063465199916
fyaah,1.8,2.6100063465199916
DereDere,1.81,2.633805796488259
Shaikhspeare,1.81,2.633805796488259
hhhcomma,1.81,2.633805796488259
jopalosya,1.81,2.633805796488259
uwuchann,1.81,2.633805796488259
Asu,1.82,2.6602496297863336
Rainebow,1.82,2.6602496297863336
Razzion,1.82,2.6602496297863336
Wyind,1.82,2.6602496297863336
blackwhite5824,1.82,2.6602496297863336
Colosuc,1.83,2.6866934630844086
Flaust,1.83,2.6866934630844086
InfiniteNomad,1.83,2.6866934630844086
Veolii,1.83,2.6866934630844086
stanley9990,1.83,2.6866934630844086
NotAceatUpscroll,1.84,2.705204146393061
WoFo,1.84,2.705204146393061
Burgz27,1.85,2.721070446371906
Doxxa,1.85,2.721070446371906
Sonj,1.85,2.721070446371906
rickzriki,1.85,2.721070446371906
Lexan,1.86,2.7395811296805586
SemDening,1.86,2.7395811296805586
witchcult,1.86,2.7395811296805586
MOUZERKK,1.87,2.7607361963190185
MintyLxmon,1.87,2.7607361963190185
TonyNougat,1.87,2.7607361963190185
Vally,1.87,2.7607361963190185
yash,1.87,2.7607361963190185
Grace,1.89,2.8004019462661307
Kinglutz,1.89,2.8004019462661307
Mouse,1.89,2.8004019462661307
Optify,1.89,2.8004019462661307
Schlump,1.89,2.8004019462661307
Zodro,1.89,2.8004019462661307
harukajpn,1.89,2.8004019462661307
rox223,1.89,2.8004019462661307
shroomshie,1.89,2.8004019462661307
xShiraori,1.89,2.8004019462661307
4fjx,1.9,2.8347789295536283
Daffy,1.9,2.8347789295536283
Mun,1.9,2.8347789295536283
TheGreatHoldenD,1.91,2.8532896128622807
iotg9,1.91,2.8532896128622807
mastermax2,1.91,2.8532896128622807
omegabalrog,1.91,2.8532896128622807
DLC,1.92,2.866511529511318
XisK,1.93,2.871800296170933
ItzKayn,1.94,2.8823778294901627
bballdude123,1.94,2.8823778294901627
xRiacchix,1.94,2.8823778294901627
Chrnoka,1.95,2.900888512798815
HanzEditz,1.95,2.900888512798815
Remilol,1.95,2.900888512798815
xehpnetta,1.95,2.900888512798815
151010,1.96,2.924687962767083
Chet0,1.96,2.924687962767083
MartialNumber1,1.96,2.924687962767083
Rtyaioion,1.96,2.924687962767083
rednoobguy26,1.96,2.924687962767083
BlackC,1.97,2.945843029405543
debletreble,1.97,2.945843029405543
legalmushrooms,1.97,2.945843029405543
Sloth6196,1.99,2.9643537127141952
betterhiroto,1.99,2.9643537127141952
otterup,1.99,2.9643537127141952
s34n123,1.99,2.9643537127141952
